sample_id,chart_id,caption,question,decision,reason,operation,targets
1933,6b216df8afe2350c52cc83cd93f180c852c6fefb3921fa3c196be5b7bb92bd10,For explanation of ratings refer to the stock rating keys located after the charts,How many months are there between the first and the last target price change in the chart?,reject,question_not_simple_point_reading,,
8274,6b216df8afe2350c52cc83cd93f180c852c6fefb3921fa3c196be5b7bb92bd10,For explanation of ratings refer to the stock rating keys located after the charts,Calculate the time period in months between the first recommendation change and the last target price change.,reject,question_not_simple_point_reading,,
7926,6d7d6865a5db4fb784231395894c3f907a2c46c2edf435e1572e56d1ffa8f17f,Stock price and target price changes for Unimicron Technology from July 2021 to March 2024 (Currency: TWD),Calculate the approximate average closing price for December 2021.,reject,question_not_simple_point_reading,,
9016,6d86a4d316bee8643b5f579b25d76a195cf200f05296fe96323a74ec22063a92,"Tenaga Nasional: Closing Price, Target Price Change, and Recommendation Changes (As of 03-Mar-2024, Currency=MYR)",What is the percentage change in stock price from 01-Jan-2022 to 01-Jan-2024?,reject,question_not_simple_point_reading,,
1988,6e4cf475735a3b99a9fb9831539c1eca58473abf939069a430acede0401b1c56,Hon Hai Precision Industry stock rating and target price (three-year history),What was the total percentage change in closing price from 2021/07/01 to 2024/01/01?,reject,question_not_simple_point_reading,,
6461,6ebc91b5fa06b58aa21ac515ceec2ba9dfdb3fe597b6dd819d2b14af0e0d49a3,Qifu Technology historical stock price and ratings overview,What was the difference in closing price between 2021/07/01 and 2022/01/01?,reject,question_not_simple_point_reading,,
7865,6f05c4175e7eabee6be0cd1bbc86e25154e1e79e3e1b1fca23dec2ef5cb7f468,STOXX 600: Percentage of Positive 3-Month Change in 12-Month Forward Net Margin,"In 2022, what was the approximate percentage of positive 3-month changes in forward net margin?",reject,question_not_simple_point_reading,,
9250,704cce98a558546a97a89519acbc1aff6e8aa16ce2925b2cdf611dad2e040152,"Three-year history of Federal Bank's stock performance, showing closing prices and recommendation changes.",What is the target price change shown on the chart around 2023/07/01?,reject,question_not_simple_point_reading,,
8314,71006eb11fbcd1a4aabb46011c18f4fe98e375c46323f2f7a352743398c81a36,6-month Carry/Volatilities of Various Currencies vs USD,What is the change in the carry/vol ratio for INR between the current period and 1-month ago?,reject,question_not_simple_point_reading,,
9196,7111253f89ac1bcdba321022a96e29b9e2352a1cfdbe90ab680f5f3a0ecfe339,ABB India Stock Performance and Ratings Over Time (2021-2024),What is the difference in closing prices between 2021/07/01 and 2024/01/01?,reject,question_not_simple_point_reading,,
7994,71409bbb7fba1998976143e09cc9cc500443ca1adfcb467c0873ca5949114602,Axis Bank Stock Price Trends and Target Price Changes as of 26-Feb-2024,What is the approximate price increase of Axis Bank stock from 01-Jul-2021 to 26-Feb-2024?,reject,question_not_simple_point_reading,,
8313,71519bed5b9d3c0655e414c5224e441c0e2331aca455a6a947fcdcc8c9d408ea,Rating and target price chart for Malaysia Airports (MAHB MK) as of 13-Mar-2024,What is the difference in MYR between the highest target price and the closing price as of 13-Mar-2024?,reject,question_not_simple_point_reading,,
10018,73a48e3efe181af3e32ea04d9676c2377a99f5a2b9770ea4fdfeeb0a0453b939,VenusTech stock price analysis,"What was VenusTech's stock opening price on June 25, 2014?",reject,question_not_simple_point_reading,,
5856,76a492e3dded2821cf2d85dc8da090d4c4c6a10202ff9efb543480f7aee327a8,Trends in Chinese monthly refined product exports from 2023 to 2024 within the 5-year range,What is the average export value for the year 2023?,reject,question_not_simple_point_reading,,
9450,7747667f14e4ec90be02b11e4145fa15e01d1110062ddcdee104011f25513757,"Total debt change owed by non-financial corporations as a percentage of GDP by country, Q2 2023 vs. Q4 2008",What is the percentage increase in non-financial corporate debt as a percentage of GDP in China from Q4 2008 to Q2 2023?,reject,possible_bar_or_bar_line_combination,,
9195,774e3f189d4dbba4e75b815b6db70c2d45380cf1a28333bb8c24ba1e406447fc,Hanwha Ocean stock target and closing price changes with recommendations over a three-year period.,What is the difference between the highest target price and the closest closing price at that point?,reject,question_not_simple_point_reading,,
2396,780f681b3a42113b76830b1beaea9d7c72fb568c341b1eb5b60c47447d990f99,Fig. 7: Diesel spreads to Dubai crude,What is the average diesel spread value between Q3 2022 and Q1 2023?,reject,question_not_simple_point_reading,,
3458,7812ba0468e01376cfe50a74ca9a512dbda871be2bc0167fed4074ddccdbdf96,"LIC Housing Finance - Closing Price, Target Price Change, and Recommendation Changes as of 19-Feb-2024",What is the price difference between the closing price on 2021/07/01 and 2024/01/01?,reject,question_not_simple_point_reading,,
5837,7911248abfbee6a19ccc97edfd949737039bfbf1cb4bfc19f1b6c3818aa07bfd,"Rating and target price chart of Airports of Thailand PCL with closing price, target price changes, and recommendation changes.",How much higher was the closing price on 2023/01/01 compared to the closing price on 2021/07/01?,reject,question_not_simple_point_reading,,
5135,79ee65ff01b97e7d52996882ffe7ccb86ecc282fd44bfc507466ba1589e2ef04,"SK Innovation stock performance with closing prices, target price changes, and recommendation changes from July 2021 to February 2024.",Calculate the approximate percentage drop in the closing price from its maximum value to its value at the end of 2023.,reject,question_not_simple_point_reading,,
1703,7ac76ad793feab39a4053cc049cd334257a69b2cd9e75b498e02773399c2ac4c,Net Interest Margin (including Islamic Banking Income) Over Time,What was the approximate Net Interest Margin (bps) in 3Q18?,accept,primary_clean,direct,3Q18
9269,7ac76ad793feab39a4053cc049cd334257a69b2cd9e75b498e02773399c2ac4c,Net Interest Margin (including Islamic Banking Income) Over Time,What is the average Net Interest Margin between 1Q15 and 3Q23?,reject,question_not_simple_point_reading,,
1675,7b9a609ec1bfa1188fa5628eea3dd5637d11ebc14eaf86f2e3b72179a2ec4d38,Figure 14: Historical Trend of the US Effective Tax Rate,What is the difference between the US Effective Tax Rate in 1990 and 2025?,reject,possible_bar_or_bar_line_combination,,
6249,7d2514a25a37487445e1e5757a58b2fbb6099414e8155a5a3aacf0b2fef8b6a1,Fig. 30: Payout ratios for China banks (2020-2022),What is the average payout ratio for ICBC over the three years?,reject,question_not_simple_point_reading,,
8245,7d7816822ffd8144f118baa6fac1e41c5ab0457e7bd056962be9c48d59666096,Global Chip Market in Nominal USD per Person (1970-2030),What was the approximate percentage increase of the global chip market per person from 2000 to 2010?,accept,primary_clean,growth_rate,2000 | 2010
2736,8064fa5e16aaf3e7575634373670e2c96d955234ac9c5b024a0366c1c0bfca11,Apollo Tyres stock rating and target price change chart as of 18 Mar 2024,What is the approximate percentage increase in stock price from 2021/07/01 to 2024/01/01?,reject,question_not_simple_point_reading,,
1314,807b1e7e32619458eb2bbb5de0ce3dba2bf0e06be5b68472712334fe9222d84f,Indusind Bank stock performance with target price and recommendation changes over time,What is the percentage increase in the stock price from 2021/07/01 to 2024/01/01?,reject,question_not_simple_point_reading,,
9599,807ed4b8db3e2e70ab28803346fff412a1adef4431e4c1ae6cfbc492b26ecef4,S&P 500: Percentage of positive 3-month change in 12-month forward Net Margin,What was the percentage difference between the highest and lowest points in the chart?,reject,question_not_simple_point_reading,,
6667,8102220c508d15f33e3a0b1e425eaa65e778634d2fd27b373f600cc6f7cfd986,China Domestic Brands' Vehicle Shipments,What is the percentage increase of domestic brands from 2021 to 2023?,reject,possible_bar_or_bar_line_combination,,
1797,816025c1cd5d4559b5709d33e9fe5a6f2fd61b90ebaea1c1716ec73cc83e4800,Fig. 11: EBITDA margin trend including GLS,How much did the EBITDA margin decrease from 2QFY23 to 3QFY24?,accept,primary_clean,difference,2QFY23 | 3QFY24
3021,816025c1cd5d4559b5709d33e9fe5a6f2fd61b90ebaea1c1716ec73cc83e4800,Fig. 11: EBITDA margin trend including GLS,What was the EBITDA margin for 1QFY23?,reject,one_question_per_chart,,
9827,83510876069452b260c8feeffbc3b28504211ebb2c90cddc82be6b9cf28e0a0b,"Historical stock ratings, target price changes, and recommendation changes for Tenaga Nasional. For explanation of ratings, refer to the stock rating keys located after chart(s).",How much did the closing price increase between July 2021 and January 2024?,reject,question_not_simple_point_reading,,
2163,8359e72c6d3c64e3d45c9bd0ada3e4d6454a703cc1a7a71cd19c99839322a37b,"JD.com's Closing Price, Target Price Changes, and Recommendation Changes (HKD)",What was the difference in JD.com's closing price between 2021/07/01 and 2024/01/01?,reject,question_not_simple_point_reading,,
2363,83aa7f614c60dce753a4f4be142634809b6f072946315bc50411be12f3148598,Fig. 30: Trends in the China Network Security Market by Type of Supplier (2018-2022),What is the value for the integrated player category in 2023?,reject,possible_bar_or_bar_line_combination,,
5100,83aa7f614c60dce753a4f4be142634809b6f072946315bc50411be12f3148598,Fig. 30: Trends in the China Network Security Market by Type of Supplier (2018-2022),What is the value difference between the service supplier category in 2021 and 2023?,reject,possible_bar_or_bar_line_combination,,
1163,840ab1e6d65523adb248c451ff5396ce8316d1b6a4703ec4c674baf0d27ae053,Overall take rate (revenue/loan origination) from Q1 2019 to Q4 2023 showing fluctuations and trends.,What is the average overall take rate for 2021?,reject,question_not_simple_point_reading,,
8163,85721f96a6374d3b0155b095191b84b31bbf72bd632a64c112fceb13db842fad,"ICICI Prudential Life Insurance - Closing Price, Target Price Change, and Recommendation Changes over Time",What is the approximate difference in closing price between 2021/07/01 and 2024/01/01?,reject,question_not_simple_point_reading,,
8663,85721f96a6374d3b0155b095191b84b31bbf72bd632a64c112fceb13db842fad,"ICICI Prudential Life Insurance - Closing Price, Target Price Change, and Recommendation Changes over Time",What is the approximate difference in closing price between 2021/07/01 and 2024/01/01?,reject,question_not_simple_point_reading,,
9797,87158a2c827829fb5e9115d5500a7bb4e4936ecc874efbe290890d51cbcfebe7,Duration of funding gap over years,What is the average duration of the funding gaps from 1995 to 2020?,reject,question_not_simple_point_reading,,
9628,8987047086fc53f4c822530d9122b35d290b296af2f99288a64082a0d8ea6296,Stock performance and target price changes of Innovent over time,What is the approximate percentage change in stock price from 2021/07/01 to 2024/01/01?,reject,question_not_simple_point_reading,,
8716,8db4e9b608447bfc9ebcd3ca25d53a95b0e9018465aee3767b41aeaace71144d,Fig. 21: Year-on-year growth rate of total property-related loans from 2018 to 1H23,Estimate the average yearly change in growth rate from 2018 to 1H23.,reject,question_not_simple_point_reading,,
2814,8f46428b48fcc63f72a9f86947b29c608a244480d04407fcf0341ebb46739084,Hanwha Ocean stock performance as of 25-Feb-2024,By how much did the stock price increase from January 2023 to January 2024?,accept,exploratory_annotated,difference,January2023 | January2024
7895,8f46428b48fcc63f72a9f86947b29c608a244480d04407fcf0341ebb46739084,Hanwha Ocean stock performance as of 25-Feb-2024,"What was the closing price of Hanwha Ocean's stock on July 1, 2021?",reject,question_not_simple_point_reading,,
2330,8f51f59c04f31cd519ec250a35dc742d57d40793cd23d63727f480a5797102bd,KPJ Healthcare stock price trends and target price changes from 2021 to 2024,What is the approximate percentage increase in the closing price from July 2021 to January 2024?,accept,exploratory_annotated,growth_rate,July2021 | January2024
7584,8f56fe7b404c4c2e16d7d7c13ec61611652344358e2edc904494108ad276ba53,"US trade balance with China (USD billion, inflation-adjusted), 1980 to 2023",What was the change in the trade balance from 2000 to 2020 in USD billion?,reject,question_not_simple_point_reading,,
2404,8fb1f741b54c60552e3b7497dd5ae7126d4ac4d3611c055660853626b49e9367,"Federal Bank: Historical Trend of Closing Price, Target Price, and Recommendation Changes",Determine the percentage change in closing price from 01 Jan 2023 to the all-time high observed in 2024.,reject,question_not_simple_point_reading,,
1397,91ac94535d897a81807f02493bcd772c51fd05d6c22a11b8d7d98825353c9ea3,"Venustech Stock Price, Target Price, and Recommendations Timeline",Calculate the average closing price for the period from 2021/07/01 to 2022/07/01.,reject,question_not_simple_point_reading,,
4640,92650da945497344a7588d2bec67168418a48996c15d3ed9682cc6d2d9aa7267,"Airports of Thailand PCL performance chart showing closing prices, target price changes, and recommendation changes",What is the difference in the closing price between the highest and lowest points observed in 2023?,reject,question_not_simple_point_reading,,
7109,9526b346f489af113b06b685c988bba3250e13912aa666ed3a2abe48cf1d8dff,"P/E band chart. Source: Bloomberg Finance L.P., Nomura research",What is the average range of P/E ratio values in the chart?,reject,question_not_simple_point_reading,,
3058,958fdd5ebfbdc532180207a2dbdbf7e1e1f06ba0f5159502ff504a87edb8fcea,"Navi Finserv and Krazybee: GS3 - One year lagged AUM and Credit cost (%) across FY23, 2Q24, and 3Q24","What is the average GS3 percentage for Krazybee across FY23, 2Q24, and 3Q24?",reject,question_not_simple_point_reading,,
10074,976e363172c93ca41ca1c042c54a730220c971da06f7f0b91f3d1d2bd19f8027,Stock rating and target price history of Hong Leong Bank,Calculate the approximate difference between the highest and lowest target prices over the chart period.,reject,question_not_simple_point_reading,,
2683,9794f705b05ccae3e56ec94da386da7a6bc0727330f77ea68fe0ecfd28f1ab70,Kia Corp Stock Price and Target Price Changes Over Three Years,What is the approximate percentage increase in closing price from July 2021 to January 2024?,accept,exploratory_annotated,growth_rate,July2021 | January2024
8012,97de7e27c20b8fcf49ab0c982dda3b1de3551d39ee4116fd9f255927b01f3296,China Merchants Bank closing price and target price change chart (as of 23-Feb-2024),What is the difference between the closing price and the target price on 2024/01/01?,reject,question_not_simple_point_reading,,
1714,9873a145911a5f845e2a5951ab8de559c4f54388f102169ef4f72906a12df062,Gujarat Gas Closing Price and Target Price Changes Over Time,Calculate the average closing price of Gujarat Gas for the year 2023.,reject,question_not_simple_point_reading,,
10816,98fcef85fdd38876f4ca61035721180588cdd57c611f8a7e416826d4ac8ec681,Bank Mandiri historical rating and target price changes chart,What was the approximate percentage increase in Bank Mandiri's closing price from 2021/07/01 to 2024/01/01?,reject,question_not_simple_point_reading,,
7718,99b41afc2c90ad480fe7e26284a72d9cc38de1b6cd9a548735ed76fae349b8aa,"Historical chart of closing prices, target price changes, and recommendation changes for Largan Precision as of 13-Mar-2024",What was the closing price on 2022/01/01?,reject,question_not_simple_point_reading,,
5195,9af872682f2e4abec272f97a6bcfd2a194c71e7f29a8bdb4a717a0718346afea,Pan Ocean historical stock performance and price target changes,Calculate the approximate percentage decrease from the highest closing price to the lowest closing price.,reject,question_not_simple_point_reading,,
847,9dcf6c73d5d28288ada66ba82a8b9f17ab2430664ba37a25e52aaabaade8e5e5,Historical performance of SEMCO stock including target price changes and recommendations,What is the approximate difference between the highest and lowest closing prices in the chart?,reject,question_not_simple_point_reading,,
6547,9fec0658b454e71dfe44e91b83f4475bfe19488ef81ed31b00b480cadd4bd27d,"Total China container port volume (in million TEU), from January 2006",What is the approximate volume in January 2015?,reject,possible_bar_or_bar_line_combination,,
7945,9fec0658b454e71dfe44e91b83f4475bfe19488ef81ed31b00b480cadd4bd27d,"Total China container port volume (in million TEU), from January 2006",What is the total increase in container volume from January 2006 to January 2023?,reject,question_not_simple_point_reading,,
6884,a00860c05b43ac068ee87342230b61fc42200395744c1d6a1406d7438fe85df0,"JD Logistics Closing Price, Target Price Change, and Recommendation Changes as of 25-Jan-2024 (HKD)",How much is the approximate difference between the closing price and target price at the end of the period (2024/01/01)?,reject,question_not_simple_point_reading,,
8043,a0e3d48f2e33c673fe5b19b24ae58bb5f1ca15093786fa35510f5cb6c4fd9d0e,Fig. 6: MarFA™ Macro – US Metals & Mining vs US Materials,What was the highest value of the US Metals & Mining / US Materials ratio in January 2024?,reject,question_not_simple_point_reading,,
485,a31603b8ef9e8853b1a400996a9e61d3db3e27dd2ae7f03cc49eb3b3899e6785,"Closing Price, Target Price Change, and Recommendation Changes for Asymchem as of 01-Mar-2024",What is the percentage change in closing price from 2021/07/01 (around 325 CNY) to 2024/01/01 (around 75 CNY)?,reject,question_not_simple_point_reading,,
8971,a31603b8ef9e8853b1a400996a9e61d3db3e27dd2ae7f03cc49eb3b3899e6785,"Closing Price, Target Price Change, and Recommendation Changes for Asymchem as of 01-Mar-2024",By how much did the closing price increase from 2023/01/01 to 2023/07/01?,reject,question_not_simple_point_reading,,
4738,a37c34460ac07ab82d05b4fa8127818dd72e85e1758e9d9ebb07bec96054b419,Dubai crude oil price trends,What was the approximate percentage increase from Jan-22 to the peak in 2022?,reject,question_not_simple_point_reading,,
4905,a3fd3f4afca60b7f501992a682847bf037eecccfdba2a5c04b767c260b59fb18,"Closing price, target price change, and recommendation changes for Tata Motors",What is the total price increase from 2021/07/01 to 2024/01/01?,reject,question_not_simple_point_reading,,
9907,a5374523c350ec32b4c0d299f877b7698b3c4b13e00a4008e9f3852bc56bf626,"HDFC Bank stock performance over time with closing prices, target price changes, and recommendation changes.",What is the change in closing price from the lowest point reached in 2023 to the price on 18-Mar-2024?,reject,question_not_simple_point_reading,,
10638,a7a30b15d28e6830eba361313d1f9ef84fa79c737b51f7f3fdad2ffdb72d4e15,Closing prices and target prices of Joinn Lab over three years,What is the approximate percentage change in the closing price from 2021/07/01 to 2024/01/01?,reject,question_not_simple_point_reading,,
8652,a95e42d6868bfb96f0b361e376a2b01daa96d63561e681553e1bc068d30066e5,"Chart showing the State Bank of India's closing prices, target price changes, and recommendation changes over time.",What is the approximate percentage change in stock price from 2021/07/01 to 2024/01/01?,reject,question_not_simple_point_reading,,
7190,a9cbe094f454ace29ee343ff5b222a1f2eb9f6053d9ca292ff03422cacd78f3b,Elite Material's Stock Performance Chart from July 2021 to February 2024,Calculate the approximate percentage increase in the stock price from January 2023 to July 2023.,accept,exploratory_annotated,growth_rate,January2023 | July2023
9746,aae294b216e7f4fc5a53d93daa8c1f0c779350c706cf5e9c7ad3a8ac21090ae8,Fig. 17: ASMedia's consensus P/E in relation to historical performance,Calculate the percentage change in P/B ratio from the peak in 2020 to February 2024.,reject,question_not_simple_point_reading,,
8092,adaa4ad2ed8cea597b54e60975c441dcab6570b3bc790661fc7f3e81647a5dfd,"Trends in Political Uncertainty across Europe, Germany, and France (2005-2023)",What is the average political uncertainty value for France between 2015 and 2020?,reject,question_not_simple_point_reading,,
2489,ae5f0540bc9393ef306e2b13d238dbb639e739aaec741fcbaded69b9e6e9d688,"Majors’ Refining Yields - Source: BNP Paribas Exane, Company reports",What is the proportion of Diesel/Gasoil in BP's refining yield?,reject,question_not_simple_point_reading,,
3442,af67aee693727ab6c3b3d4f6a738c868874cec791eef3bdbeadfe590005d4e22,Price and target price history of Press Metal Aluminium Holdings from July 2021 to February 2024,What is the percentage change in the closing price from 2021/07/01 (around 5 MYR) to 2023/07/01 (around 7 MYR)?,reject,question_not_simple_point_reading,,
4491,af67aee693727ab6c3b3d4f6a738c868874cec791eef3bdbeadfe590005d4e22,Price and target price history of Press Metal Aluminium Holdings from July 2021 to February 2024,"From 2022/07/01 to 2023/07/01, what was the approximate percentage decrease in closing price from 7.5 MYR to 4.5 MYR?",reject,question_not_simple_point_reading,,
4417,af7f8d2390e72b016cbb5ab3ae073ccf69ec0375b09709463984e59b8d3e1cf9,"Fig. 7: Europe sales (INR mn) – Strong y-y growth driven by respiratory portfolio, Source: Company data, Nomura estimates",Calculate the total sales for FY23 by summing the sales from all four quarters.,reject,question_not_simple_point_reading,,
2481,b260c11939ff897d9bd65eecbc4fbf2a59b40c24d8ee652333b1df009a75f2b7,IOI Corporation stock performance and related changes,What is the percentage change in IOI Corporation's stock price between 2021/07/01 and 2024/01/01?,reject,question_not_simple_point_reading,,
6276,b397d7aa7e3990e6c34618a641a56f59db1da32aad7fe74f021c6cc427a284d7,Fig. 3: MarFA™Macro – JP Autos vs JP Banks,What is the value difference between 'MarFA™ Macro' and 'JP Autos / JP Banks' lines in March 2024?,reject,question_not_simple_point_reading,,
2845,b608ebdf11b1d0fa2c6e4641e0781b16c7d37a6c552329f6dcd396652e6ce610,"Historical chart of Quanta Computer's closing price, target price changes, and recommendation changes from Jul 2021 to Mar 2024.",What is the approximate percentage increase in the closing price of Quanta Computer from July 2021 to March 2024?,reject,possible_bar_or_bar_line_combination,,
5355,b6644a23e38bd86fd30493f8d3935dd84596334370c39dc9799b705a168a58a4,Fig. 50: Cement EV/EBITDA Valuations Over Time,What is the average value of Cement EV/EBITDA for the years 2017 to 2019?,reject,question_not_simple_point_reading,,
7799,b96ee5e32cccbc27c7ad325c392da62bce44383d06643a4a7e6e102e6ce9fcca,Hanwha Systems stock performance with target price and recommendation changes,What is the total change in the closing price from 2021/07/01 to 2024/01/01?,reject,question_not_simple_point_reading,,
4435,ba22f0f8bb13fbf2091417ea6575401616c6a23597fd32bb9602a60478211dc5,"Three-year SMIC stock rating, target price, and closing price chart.",Calculate the difference between the highest closing price (2023/07/01) and the lowest closing price (2022/01/01).,reject,question_not_simple_point_reading,,
9832,ba22f0f8bb13fbf2091417ea6575401616c6a23597fd32bb9602a60478211dc5,"Three-year SMIC stock rating, target price, and closing price chart.",Calculate the average closing price between 2022/01/01 and 2022/07/01.,reject,question_not_simple_point_reading,,
1944,bb4252e99d161f48ef22712b0c609d041f1ddde811999fdb2fce3bcc10123b07,US exports to China of goods and services under the Phase One deal from 2010 to 2022 (Commitment vs Actual),What was the total value of 'Actual' exports in 2022?,reject,question_not_simple_point_reading,,
5509,bbf57856677a785f9dac4c0ad61a9c6b0b502dc082d5e75aaa4b0cd98d47b8d3,Fig. 5: MGL – Gross Margin Trend,What was the approximate average gross margin for the period from 1QFY18 to 3QFY22?,reject,question_not_simple_point_reading,,
1150,bc5633923a3fbe4f3806ebd54bf7ab881265eec880627a3baf3a5263ad6a6210,JD Logistics Stock Ratings and Target Prices over Time (2021-2024),Calculate the percentage decrease in the closing price from 2021/07/01 to 2024/01/25.,reject,question_not_simple_point_reading,,
11074,be8fafa5862a762833b31b773d4b8173df5c763840cad5b9b2dc2b5a8930704c,"Historical stock price, target price changes, and recommendation changes for Dalmia Bharat as of 24-Jan-2024",What is the approximate price difference between the highest and lowest closing prices shown in the chart?,reject,question_not_simple_point_reading,,
7264,c0a679bdb903b570c5dc0906adce2537fb92149ef120419e705d55854523dc0b,Fig. 66: Defense and capital goods stocks (PSUs) P/E 1 yr fwd,What was the approximate percentage difference between the LTA value and 'Defense and capital goods' stocks in 2016?,reject,question_not_simple_point_reading,,
8158,c0a679bdb903b570c5dc0906adce2537fb92149ef120419e705d55854523dc0b,Fig. 66: Defense and capital goods stocks (PSUs) P/E 1 yr fwd,"In 2018, what was the approximate percentage below the LTA for 'Defense and capital goods' stocks?",reject,possible_bar_or_bar_line_combination,,
3389,c17631fc848ffeed0f7a69e72365de57e9a0c4da84e7cf171b7686052cbfd1dd,"ICICI Prudential Life Insurance Stock Ratings, Target Price, and Closing Price Overview (As of 18-Jan-2024)",Calculate the approximate downward percentage change in closing price from its peak to January 2024.,reject,question_not_simple_point_reading,,
6543,c34037ebec8cf4c914baecba44e7e2507029606e8cc6aab82f7d9e350e08f6a6,Changes in Implied Volatility Compared to Realised Volatility for Selected Currency Pairs,What is the average implied volatility across all currency pairs for the 1-week period?,reject,question_not_simple_point_reading,,
8246,c61d0d11b81307f1dcd7ba2fa3b7386beba0e73018340bdf4cb2c5ac738fe9b2,SBI Life Insurance three-year rating and target price history as of 10-Mar-2024,What was the percentage change in the closing price between 2021/07/01 and 2024/01/01?,reject,question_not_simple_point_reading,,
6205,c7bee68691b74726a750b1d71e85c7c7e8e5ad3e176aa07e47ae2780159c79c0,Arab Light-Heavy oil price differential trends,"If the trend from Apr-23 to Jul-23 continued for the next quarter, estimate the differential for Oct-23.",reject,question_not_simple_point_reading,,
1446,c977767f54fd3e583dfa1ecd26d5b15f4801ef7a1d8300c38cd43889990552ec,"Source: WSTS, Nomura research, Global Chip Sales Growth",Calculate the approximate percentage change in chip sales growth from the lowest point in 2008 to the highest point in the following cycle.,reject,question_not_simple_point_reading,,
2381,caeb7ecaa253a3e0f4eef121c2ee5208f0c5f683c15a562f4e9e40b78bff849f,"TRx continued to rise, up 24% y-y for Jan 2024",Estimate the average annual growth in TRx from 2017 to 2023.,reject,question_not_simple_point_reading,,
5988,cc66860788268f30aa54aa22b6219244bd04408ab1beecfc643a43e60490ef85,"SKP Resources: Closing Price, Target Price Change, and Recommendation Changes as of 26-Feb-2024",What is the closing price on 01-Jan-2023?,reject,question_not_simple_point_reading,,
10445,cc66860788268f30aa54aa22b6219244bd04408ab1beecfc643a43e60490ef85,"SKP Resources: Closing Price, Target Price Change, and Recommendation Changes as of 26-Feb-2024",What was the closing price difference between 01-Jan-2022 and 01-Jan-2023?,reject,question_not_simple_point_reading,,
5650,cc9829cdff4e9dba7a2e6ec8a80a91046bfa071834bf9591f3e546a205e76d0b,For explanation of ratings refer to the stock rating keys located after the chart.,Calculate the approximate percentage drop from the peak closing price in 2021 to the lowest closing price in 2023.,reject,question_not_simple_point_reading,,
8645,ce7291eb807b03aab35f36c93464598871bb80cebab6a43185208dc1bb083cf1,5-Year Implied vs Realised Skew Analysis for AUD/USD over the Last 3 Months,What is the implied skew value for a data point that aligns closely with the dashed grey line in the chart?,reject,question_not_simple_point_reading,,
8099,d0d754ea832f48c9be9775a63332bfaec0cec82952cd1f3be15f821c0380815b,Fig. 11: Comparative Year-on-Year Growth of Ipca vs IPM,Calculate the average annual growth rate for Ipca over the fiscal and calendar years given.,reject,question_not_simple_point_reading,,
8240,d2a21fbc130a7d27b06dcd7135acccc6036c744ca107c8644f1de70cdae24741,"Xtep Stock Price, Target Price, and Recommendation Changes as of 18-Mar-2024",What was the approximate range of closing prices for Xtep in 2022?,reject,target_is_interval_or_boundary_not_point,,
9881,d45a13e0db183b71464ceac630fddfffb9c25914712cc6b2e8166150ba20faab,Cipla Stock Price and Rating Trends (2021-2024),Estimate Cipla's average closing price during 2022. Use the mid-points of the fluctuating ranges during 2022.,reject,question_not_simple_point_reading,,
6255,d45e708429bf9ae1b97c52c64dc89cbc8891c009a5af90dcb68d676910838617,IOI Corporation stock performance chart with closing prices and target price changes from July 2021 to February 2024,What is the percentage change in IOI Corporation's closing price from 2021/07/01 to 2024/01/01?,reject,question_not_simple_point_reading,,
4271,d6527f2e8dad46d9282e21c34d300bca4979bc8fd69b1fbc2ef5413206c1ad52,Figure 13: Monthly Trend of Bulkcarrier Panama Canal Transits from September 2023 to February 2024,By what percentage did the number of transits decrease from November 2023 to February 2024?,reject,possible_bar_or_bar_line_combination,,
10959,d65bae5f3d163b9efc1c547237599f189bac36016b8fa28dd62c4109dcfa328f,Tata Consumer Products - Stock Performance and Target Price History (as of 08-Feb-2024),What is the difference in price between the start of 2021 and the end of 2023?,reject,target_is_interval_or_boundary_not_point,,
5144,d7427c72e2019226fb19e7f0ec47bb006d91698a08d74efd7ba20fffb7b74ba1,Fig. 9: FY24 EPS US$ (Indexed =100) for Cyclicals Sector,What is the indexed value for 'Semi/Equpt' on 25-Oct-23?,reject,question_not_simple_point_reading,,
9159,d7427c72e2019226fb19e7f0ec47bb006d91698a08d74efd7ba20fffb7b74ba1,Fig. 9: FY24 EPS US$ (Indexed =100) for Cyclicals Sector,What is the value of 'AeJ' on 04-Jan-23 (indexed value)?,reject,question_not_simple_point_reading,,
3580,d7645d612fab38cb6bf99a05d7dd340292d4cf139667d6d3511dc5f999a0d976,"P/E band analysis; Source: Bloomberg Finance L.P., Nomura research",What is the difference between the highest and lowest P/E values in the chart?,reject,question_not_simple_point_reading,,
5270,d7d8a1003522e170ed33323106725ddce1a0ff9e62fce8240db1486e902ba217,Fig. 10: Year-over-year Growth Comparison: Alkem vs IPM,What was the average Alkem growth from 4QFY20 to 1QFY23?,reject,question_not_simple_point_reading,,
9739,d8c868577cf7aa461c48676845f7033911036d8f3d0a4219305538f576e74340,Historical closing price and target price changes for GAIL (INR) over a three-year period.,How much did the closing price of GAIL increase from 2023/01/01 to 2024/01/01?,reject,question_not_simple_point_reading,,
6646,d8c8f8a40bcb0e1740738341cfa75680df6c62405fec4d2418ab40ba204a738a,Figure 51: Hynix – DRAM Operating Profit (OP) Trends,Estimate the total change in DRAM operating profit from 2022F to 2025F in revised estimates.,reject,question_not_simple_point_reading,,
