sample_id,chart_id,chart_kind,phase4_split,question,target_series_name,target_semantic_label,construction_semantic_mode,x_grounding_mode,predicted_target_x,construction_target_x,x_grounding_error_pixels,detected_series_count,legend_entry_count,series_resolution_mode,series_color_distance,series_color_margin,line_crossing_near_target,local_overlap_fraction,series_column_coverage,axis_span,auto_status,auto_status_reason,oracle_status,oracle_status_reason,auto_column_value,auto_local_value,oracle_column_value,oracle_local_value,pseudo_gold,calibration_eval_eligible_unseen_to_phase1_train,parser_used_hidden_bbox_or_gold,masked_image_path,source_image_path,auto_column_absolute_error,auto_column_axis_normalized_error,auto_local_absolute_error,auto_local_axis_normalized_error,oracle_column_absolute_error,oracle_column_axis_normalized_error,oracle_local_absolute_error,oracle_local_axis_normalized_error
phase4_line_0042,61e21ce6de0d5fd0f81a3ca77dccc7f099f90340094a3b293267e82705005f9b,multi_line,train,What is the value of 30 FY24 in 3QFY22?,30 FY24,3QFY22,direct_anchor,direct_anchor,163.5,163.5,0.0,3,4,auto_series,3.3643106714018693,98.54533400784696,False,0.0,0.5175438596491229,41.60907336223649,success,,success,,17.51975212759333,17.44559080928094,17.51975212759333,17.44559080928094,17.5,0,0,phase4_masked_images/phase4_line_0042.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/5038.jpg,0.01975212759332834,0.0004747072212200465,0.05440919071905981,0.0013076280321214853,0.01975212759332834,0.0004747072212200465,0.05440919071905981,0.0013076280321214853
phase4_line_0043,63534e777ffe73a3e8737b25bf41765f8ca458ca43c2ce783eed06d15215c4fc,multi_line,test,What is the value of India's dependency ratio (%) in 2022?,India's dependency ratio (%),2022,direct_anchor,direct_anchor,977.5,977.5,0.0,3,1,auto_series,6.0685349079158835,109.48863361722483,False,0.0,0.5666666666666667,100.95052664489157,success,,success,,46.784525704567145,46.78975530866239,46.784525704567145,46.78975530866239,47.0,1,0,phase4_masked_images/phase4_line_0043.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/10.jpg,0.21547429543285546,0.002134454396566134,0.21024469133760704,0.0020826507629541535,0.21547429543285546,0.002134454396566134,0.21024469133760704,0.0020826507629541535
phase4_line_0044,63534e777ffe73a3e8737b25bf41765f8ca458ca43c2ce783eed06d15215c4fc,multi_line,test,What is the value of India's dependency ratio (%) in 1960?,India's dependency ratio (%),1960,direct_anchor,direct_anchor,108.0,108.0,0.0,3,1,auto_series,6.0685349079158835,109.48863361722483,False,0.29411764705882354,0.5862068965517241,100.95052664489157,success,,success,,77.75945373720927,77.79525580614103,77.75945373720927,77.79525580614103,78.0,1,0,phase4_masked_images/phase4_line_0044.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/10.jpg,0.24054626279072977,0.0023828133520975765,0.20474419385897136,0.0020281637021982994,0.24054626279072977,0.0023828133520975765,0.20474419385897136,0.0020281637021982994
phase4_line_0045,71fab834bf28317f1537051879700ee8e8187e5b03929d3a4df3ac48191f42a8,multi_line,train,What is the value of Agri loans in Jan-24?,Agri loans,Jan-24,direct_anchor,direct_anchor,937.5,937.5,0.0,4,2,auto_series,2.0,35.84909652800613,True,1.925,0.5405405405405406,35.5264386708754,ambiguous_series,local_overlap_with_other_series,ambiguous_series,local_overlap_with_other_series,,,,,18.0,1,0,phase4_masked_images/phase4_line_0045.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/174.jpg,,,,,,,,
phase4_line_0046,785c295d56f999c992be816668d2cff9eed8392ee1be4d7e9604231848918104,single_line,test,What is the value for Feb-24?,US treasury - 10 yr yield (%),Feb-24,direct_anchor,direct_anchor,969.0,969.0,0.0,2,3,auto_series,,,,,,10.098702051656092,ambiguous_series,question_has_no_series_but_chart_has_multiple_lines,,,,,,,4.3,1,0,phase4_masked_images/phase4_line_0046.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/4522.jpg,,,,,,,,
phase4_line_0047,785c295d56f999c992be816668d2cff9eed8392ee1be4d7e9604231848918104,single_line,test,What is the value for Feb-24?,US treasury - 10 yr yield (%),Feb-24,direct_anchor,direct_anchor,969.0,969.0,0.0,2,3,auto_series,,,,,,10.098702051656092,ambiguous_series,question_has_no_series_but_chart_has_multiple_lines,,,,,,,7.1,1,0,phase4_masked_images/phase4_line_0047.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/4522.jpg,,,,,,,,
phase4_line_0048,814e714d7195f873aa170b607266565df60371a766fc84d67247a48c211f0f3e,single_line,train,What is the value for Nov-23?,Mean,Nov-23,direct_anchor,direct_anchor,983.5,983.5,0.0,1,2,single_line_implicit,,,False,0.0,0.845360824742268,13.697033660494752,success,,,,9.3572476201415,9.681465419927099,,,10.6,1,0,phase4_masked_images/phase4_line_0048.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/6056.jpg,1.2427523798584996,0.09073149783101359,0.918534580072901,0.06706083980228188,,,,
phase4_line_0049,81c2916fe1c4b6878c4df85a7e7408cc233dbab8aa74503a278161542d3846d0,single_line,test,What is the value for Feb-24?,,Feb-24,direct_anchor,direct_anchor,948.5,948.5,0.0,1,0,single_line_implicit,,,False,0.0,0.0,8.112529903837713,line_localization_failed,target_series_missing_near_target_x,,,,,,,2.8,1,0,phase4_masked_images/phase4_line_0049.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/2493.jpg,,,,,,,,
phase4_line_0050,831efdf5408cdffad6ee9deae12dbc2ec0beb864a7bbf17040568b8800901f63,multi_line,train,What is the value of Q FY24 in 4QFY23?,Q FY24,4QFY23,interpolated_semantic_target,direct_anchor,927.5,633.0,294.5,3,5,auto_series,,,,,,12.209829335522846,ambiguous_series,question_has_no_series_but_chart_has_multiple_lines,success,,,,1.0818133833792727,1.345159740150355,0.3,1,0,phase4_masked_images/phase4_line_0050.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/2185.jpg,,,,,0.7818133833792726,0.06403147512510207,1.045159740150355,0.08559986478349899
phase4_line_0051,831efdf5408cdffad6ee9deae12dbc2ec0beb864a7bbf17040568b8800901f63,multi_line,train,What is the value of Q FY24 in 1QFY24?,Q FY24,1QFY24,direct_anchor,direct_anchor,732.0,732.0,0.0,3,5,auto_series,3.522812124408464,99.52761120896812,False,0.0,1.0,12.209829335522846,success,,success,,-4.1433347017770235,-4.18824222216683,-4.1433347017770235,-4.18824222216683,-4.2,1,0,phase4_masked_images/phase4_line_0051.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/2185.jpg,0.05666529822297672,0.004640957434033636,0.011757777833170557,0.0009629764274397262,0.05666529822297672,0.004640957434033636,0.011757777833170557,0.0009629764274397262
phase4_line_0052,831efdf5408cdffad6ee9deae12dbc2ec0beb864a7bbf17040568b8800901f63,multi_line,train,What is the value of Q FY24 in 4QFY22?,Q FY24,4QFY22,interpolated_semantic_target,direct_anchor,927.5,259.5,668.0,3,5,auto_series,,,,,,12.209829335522846,ambiguous_series,question_has_no_series_but_chart_has_multiple_lines,success,,,,1.0818133833792727,1.345159740150355,5.4,1,0,phase4_masked_images/phase4_line_0052.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/2185.jpg,,,,,4.318186616620728,0.35366478088744024,4.054840259849645,0.33209639122904333
phase4_line_0053,881025067b60be71eaf10afd9ad874b4091d8789fc91feff70658d478a1add00,multi_line,test,What is the value of Mahindra & Mahindra Ltd. in 1QFY24?,Mahindra & Mahindra Ltd.,1QFY24,direct_anchor,direct_anchor,830.0,830.0,0.0,3,3,auto_series,5.2422521158098725,185.5013534211793,False,0.0,1.0,54.64434368584747,success,,success,,42.8600756493834,42.88465779127668,42.8600756493834,42.88465779127668,43.0,1,0,phase4_masked_images/phase4_line_0053.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/9632.jpg,0.13992435061660302,0.0025606374087139513,0.11534220872331957,0.0021107803835366122,0.13992435061660302,0.0025606374087139513,0.11534220872331957,0.0021107803835366122
phase4_line_0054,8fb8641d45a0bbcd61946561af242399cb03abc2a8964f563872c4fb55d68d5a,multi_line,train,What is the value of MSME loans (% Y-y) in Jan-24?,MSME loans (% Y-y),Jan-24,direct_anchor,direct_anchor,944.0,944.0,0.0,2,2,auto_series,1.4142135623730951,170.1732198127802,False,0.0,0.5432098765432098,70.98515240825151,success,,success,,14.007495992283303,14.065239444572683,14.007495992283303,14.065239444572683,14.0,1,0,phase4_masked_images/phase4_line_0054.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/4527.jpg,0.00749599228330311,0.00010559943916429143,0.06523944457268271,0.0009190576107729692,0.00749599228330311,0.00010559943916429143,0.06523944457268271,0.0009190576107729692
phase4_line_0055,93544dfd13510ff95fed9b9c64009f36aa529bed85a6f6d4cac9de03497c7d5d,multi_line,test,What is the value of AXSB in 2QFY23?,AXSB,2QFY23,direct_anchor,direct_anchor,398.0,398.0,0.0,4,2,auto_series,0.0,85.92562584220407,False,0.0,1.0,7.113244600173438,success,,success,,3.965217951765678,3.952083117126006,3.965217951765678,3.952083117126006,4.0,1,0,phase4_masked_images/phase4_line_0055.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/4476.jpg,0.03478204823432218,0.004889758498319334,0.047916882873994204,0.006736290619448947,0.03478204823432218,0.004889758498319334,0.047916882873994204,0.006736290619448947
phase4_line_0056,ce8bb0ba270a7a51320b183e8628563b88c2cadab27076c9bb68a841b03bd7ad,single_line,train,What is the value for FY18?,"Pricelbatch (USD1,000)",FY18,interpolated_semantic_target,piecewise_linear_interpolation,168.75,166.0,2.75,1,1,single_line_implicit,,,False,0.0,1.0,11.744404663317944,success,,,,3.814159652457235,3.8124589469809536,,,3.8,0,0,phase4_masked_images/phase4_line_0056.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/1356.jpg,0.014159652457235161,0.0012056509344795412,0.012458946980953733,0.0010608410845947404,,,,
phase4_line_0057,ce8bb0ba270a7a51320b183e8628563b88c2cadab27076c9bb68a841b03bd7ad,single_line,train,What is the value for FY19?,"Pricelbatch (USD1,000)",FY19,direct_anchor,direct_anchor,218.0,218.0,0.0,1,1,single_line_implicit,,,False,0.0,1.0,11.744404663317944,success,,,,4.401493347814281,4.409106737821395,,,4.4,0,0,phase4_masked_images/phase4_line_0057.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/1356.jpg,0.0014933478142804546,0.00012715398158450074,0.009106737821394262,0.000775410766442502,,,,
phase4_line_0058,d63df85f351099bf1cc3cc024caa29c19a8260b7fad8c47b88cd9998d4781f83,multi_line,train,What is the value of GPM % in 2022?,GPM %,2022,direct_anchor,direct_anchor,699.5,699.5,0.0,2,2,auto_series,7.785107466183483,155.81806257421556,False,0.0,1.0,20.17782508827696,success,,success,,63.73877157373731,63.76169895506576,63.73877157373731,63.76169895506576,64.0,0,0,phase4_masked_images/phase4_line_0058.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/1023.jpg,0.26122842626269005,0.012946312356253905,0.23830104493423931,0.011810046122001967,0.26122842626269005,0.012946312356253905,0.23830104493423931,0.011810046122001967
phase4_line_0059,d63df85f351099bf1cc3cc024caa29c19a8260b7fad8c47b88cd9998d4781f83,multi_line,train,What is the value of GPM % in 2016?,GPM %,2016,direct_anchor,direct_anchor,278.5,278.5,0.0,2,2,auto_series,7.785107466183483,155.81806257421556,False,0.0,1.0,20.17782508827696,success,,success,,67.36532449262744,67.37134621295162,67.36532449262744,67.37134621295162,67.0,0,0,phase4_masked_images/phase4_line_0059.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/1023.jpg,0.3653244926274368,0.018105246280466836,0.3713462129516216,0.018403678856715268,0.3653244926274368,0.018105246280466836,0.3713462129516216,0.018403678856715268
phase4_line_0060,d63df85f351099bf1cc3cc024caa29c19a8260b7fad8c47b88cd9998d4781f83,multi_line,train,What is the value of GPM % in 2022?,GPM %,2022,direct_anchor,direct_anchor,699.5,699.5,0.0,2,2,auto_series,7.785107466183483,155.81806257421556,False,0.0,1.0,20.17782508827696,success,,success,,63.73877157373731,63.76169895506576,63.73877157373731,63.76169895506576,63.0,0,0,phase4_masked_images/phase4_line_0060.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/1023.jpg,0.73877157373731,0.036613042808390985,0.7616989550657607,0.03774930904264292,0.73877157373731,0.036613042808390985,0.7616989550657607,0.03774930904264292
phase4_line_0061,eaf32e2934028082114234ee9b1c9c7c5aeb2f930793f2643c9f8b7173c77f24,multi_line,test,What is the value of NIM on AUM () in 2QFY22?,NIM on AUM (),2QFY22,direct_anchor,direct_anchor,324.5,324.5,0.0,2,2,auto_series,5.314979870130668,96.64796095585577,False,0.0,1.0,14.18076664564895,success,,success,,7.201408801413437,7.210447427516815,7.201408801413437,7.210447427516815,7.2,1,0,phase4_masked_images/phase4_line_0061.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/1419.jpg,0.0014088014134365778,9.934592738459856e-05,0.010447427516814933,0.0007367322076356494,0.0014088014134365778,9.934592738459856e-05,0.010447427516814933,0.0007367322076356494
phase4_line_0062,eaf32e2934028082114234ee9b1c9c7c5aeb2f930793f2643c9f8b7173c77f24,multi_line,test,What is the value of NIM on AUM () in 4QFY22?,NIM on AUM (),4QFY22,direct_anchor,direct_anchor,465.5,465.5,0.0,2,2,auto_series,5.314979870130668,96.64796095585577,False,0.0,1.0,14.18076664564895,success,,success,,8.132446112127662,8.065277242838405,8.132446112127662,8.065277242838405,8.1,1,0,phase4_masked_images/phase4_line_0062.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/1419.jpg,0.03244611212766202,0.002288036531340665,0.03472275716159423,0.0024485810978525716,0.03244611212766202,0.002288036531340665,0.03472275716159423,0.0024485810978525716
phase4_line_0063,ed9bd360d69937ada5c2a1060227a252ff07b99b7b54305c58981d93f2491897,single_line,train,What is the value for FY21?,Credit cost in credit card segment (%),FY21,direct_anchor,direct_anchor,212.5,212.5,0.0,1,1,single_line_implicit,,,False,0.0,0.5789473684210527,8.065915944882253,success,,,,0.40324548126081083,0.4000693001144544,,,0.4,1,0,phase4_masked_images/phase4_line_0063.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/7817.jpg,0.003245481260810812,0.000402369834125291,6.930011445438478e-05,8.591722865442832e-06,,,,
phase4_line_0064,ed9bd360d69937ada5c2a1060227a252ff07b99b7b54305c58981d93f2491897,single_line,train,What is the value for FY23?,Credit cost in credit card segment (%),FY23,direct_anchor,direct_anchor,652.0,652.0,0.0,1,1,single_line_implicit,,,False,0.0,1.0,8.065915944882253,success,,,,3.713096952117006,3.7018020320132266,,,3.7,1,0,phase4_masked_images/phase4_line_0064.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/7817.jpg,0.013096952117005678,0.0016237402182842694,0.0018020320132263734,0.00022341319021180052,,,,
phase4_line_0065,f67e4ec462a67537ded3224f596a1db3d5f2df8ed0536a7ae0ba43cad1cdf115,multi_line,train,What is the value of Currency in circulation (INR trn) in Oct-23?,Currency in circulation (INR trn),Oct-23,direct_anchor,direct_anchor,869.0,869.0,0.0,3,2,auto_series,4.746175387678893,96.57470587859937,False,0.0,1.0,9.092676819280854,success,,success,,32.94520525251026,32.924277035136875,32.94520525251026,32.924277035136875,33.0,1,0,phase4_masked_images/phase4_line_0065.png,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/4292.jpg,0.054794747489737006,0.006026250418748608,0.07572296486312524,0.008327906772465078,0.054794747489737006,0.006026250418748608,0.07572296486312524,0.008327906772465078
